id,matricule,groupe_code
5532,913,4 - Sc1
5533,914,6 - LM2 - A
5534,914,5
5535,914,6 - Sc4
5536,914,6 - M
5537,914,6 - LM3 - E
5538,914,6 - M4h4
5539,914,6 - LM1 - NI
5540,914,6 - EPG1
5541,915,3 - CPC2
5542,915,3 - LM1 - N
5543,915,3 - HG4
5544,915,3 - ScOp2
5545,915,3 - EPG23
5546,915,3 - LM2 - A
5547,916,6 - LM2 - A
5548,916,5
5549,916,6 - Sc4
5550,916,6 - EPF1
5551,916,6 - M4h4
5552,916,6 - Commu1
5553,916,6 - CPC3
5554,916,6 - LM1 - NI
526,92,5
527,92,6 - Sc2
528,92,6 - H2
529,92,6 - LM1 - A2
530,92,6 - CPC4
531,92,6 - M4h2
532,92,6 - EPG2
533,92,6 - Commu1
534,92,6 - LM2 - I
535,93,1 - EPF3
536,93,1 - CPC2
537,93,1 - HGS4
538,93,1 - A3
539,94,1 - M
540,94,1 - EPF2
541,94,1 - A4
542,94,1 - HGS3
543,95,5 - EPF1
544,95,5 - LM1 - N
545,95,5 - Phy
546,95,5 - H6
547,95,5 - M
548,95,5 - ScOp3
549,95,5 - CPC7
550,95,5 - LM2 - E4
551,95,5 - M6h2
552,95,3
553,96,6 - Sc4
554,96,6 - LM2 - E3
555,96,6 - H4
556,96,6 - EPF2
557,96,6 - LM1 - N
558,96,6 - Commu1
559,96,6PAV-tout sauf SO
560,96,6 - M4h3
561,96,6 - CPC3
562,97,3 - LM2 - N1
563,97,3 - SC2
564,97,3 - LM1 - AI1
565,97,3 - SO1
566,97,3 - EPF2
567,97,3 - RC
568,98,5 - H3
569,98,5 - M4h5
570,98,5 - LM1 - N
571,98,5 - CPC3
572,98,5 - Sc5
573,98,5 - EC
574,98,5 - LM2 - A1
575,98,5 - EPF2
576,99,3 - SO1
577,99,3 - EPF3
578,99,3 - SC2
